CNKEY;CN_CODE;LEVEL;NAME_FR
520532000080;5205 32 00;5; titrant en fils simples moins de 714,29 décitex mais pas moins de 232,56 décitex (excédant 14 numéros métriques mais n'excédant pas 43 numéros métriques en fils simples)
520533000080;5205 33 00;5; titrant en fils simples moins de 232,56 décitex mais pas moins de 192,31 décitex (excédant 43 numéros métriques mais n'excédant pas 52 numéros métriques en fils simples)
520534000080;5205 34 00;5; titrant en fils simples moins de 192,31 décitex mais pas moins de 125 décitex (excédant 52 numéros métriques mais n'excédant pas 80 numéros métriques en fils simples)
520535000080;5205 35 00;5; titrant en fils simples moins de 125 décitex (excédant 80 numéros métriques en fils simples)
520541000010;;4; Fils retors ou câblés, en fibres peignées
520541000080;5205 41 00;5; titrant en fils simples 714,29 décitex ou plus (n'excédant pas 14 numéros métriques en fils simples)
520542000080;5205 42 00;5; titrant en fils simples moins de 714,29 décitex mais pas moins de 232,56 décitex (excédant 14 numéros métriques mais n'excédant pas 43 numéros métriques en fils simples)
520543000080;5205 43 00;5; titrant en fils simples moins de 232,56 décitex mais pas moins de 192,31 décitex (excédant 43 numéros métriques mais n'excédant pas 52 numéros métriques en fils simples)
520544000080;5205 44 00;5; titrant en fils simples moins de 192,31 décitex mais pas moins de 125 décitex (excédant 52 numéros métriques mais n'excédant pas 80 numéros métriques en fils simples)
520546000080;5205 46 00;5; titrant en fils simples moins de 125 décitex mais pas moins de 106,38 décitex (excédant 80 numéros métriques mais n'excédant pas 94 numéros métriques en fils simples)
520547000080;5205 47 00;5; titrant en fils simples moins de 106,38 décitex mais pas moins de 83,33 décitex (excédant 94 numéros métriques mais n'excédant pas 120 numéros métriques en fils simples)
520548000080;5205 48 00;5; titrant en fils simples moins de 83,33 décitex (excédant 120 numéros métriques en fils simples)
520600000080;5206;3;Fils de coton (autres que les fils à coudre), contenant moins de 85 % en poids de coton, non conditionnés pour la vente au détail
520611000010;;4; Fils simples, en fibres non peignées
520611000080;5206 11 00;5; titrant 714,29 décitex ou plus (n'excédant pas 14 numéros métriques)
520612000080;5206 12 00;5; titrant moins de 714,29 décitex mais pas moins de 232,56 décitex (excédant 14 numéros métriques mais n'excédant pas 43 numéros métriques)
520613000080;5206 13 00;5; titrant moins de 232,56 décitex mais pas moins de 192,31 décitex (excédant 43 numéros métriques mais n'excédant pas 52 numéros métriques)
520614000080;5206 14 00;5; titrant moins de 192,31 décitex mais pas moins de 125 décitex (excédant 52 numéros métriques mais n'excédant pas 80 numéros métriques)
520615000080;5206 15 00;5; titrant moins de 125 décitex (excédant 80 numéros métriques)
520621000010;;4; Fils simples, en fibres peignées
520621000080;5206 21 00;5; titrant 714,29 décitex ou plus (n'excédant pas 14 numéros métriques)
520622000080;5206 22 00;5; titrant moins de 714,29 décitex mais pas moins de 232,56 décitex (excédant 14 numéros métriques mais n'excédant pas 43 numéros métriques)
520623000080;5206 23 00;5; titrant moins de 232,56 décitex mais pas moins de 192,31 décitex (excédant 43 numéros métriques mais n'excédant pas 52 numéros métriques)
520624000080;5206 24 00;5; titrant moins de 192,31 décitex mais pas moins de 125 décitex (excédant 52 numéros métriques mais n'excédant pas 80 numéros métriques)
520625000080;5206 25 00;5; titrant moins de 125 décitex (excédant 80 numéros métriques)
520631000010;;4; Fils retors ou câblés, en fibres non peignées
520631000080;5206 31 00;5; titrant en fils simples 714,29 décitex ou plus (n'excédant pas 14 numéros métriques en fils simples)
520632000080;5206 32 00;5; titrant en fils simples moins de 714,29 décitex mais pas moins de 232,56 décitex (excédant 14 numéros métriques mais n'excédant pas 43 numéros métriques en fils simples)
520633000080;5206 33 00;5; titrant en fils simples moins de 232,56 décitex mais pas moins de 192,31 décitex (excédant 43 numéros métriques mais n'excédant pas 52 numéros métriques en fils simples)
520634000080;5206 34 00;5; titrant en fils simples moins de 192,31 décitex mais pas moins de 125 décitex (excédant 52 numéros métriques mais n'excédant pas 80 numéros métriques en fils simples)
520635000080;5206 35 00;5; titrant en fils simples moins de 125 décitex (excédant 80 numéros métriques en fils simples)
520641000010;;4; Fils retors ou câblés, en fibres peignées
520641000080;5206 41 00;5; titrant en fils simples 714,29 décitex ou plus (n'excédant pas 14 numéros métriques en fils simples)
520642000080;5206 42 00;5; titrant en fils simples moins de 714,29 décitex mais pas moins de 232,56 décitex (excédant 14 numéros métriques mais n'excédant pas 43 numéros métriques en fils simples)
520643000080;5206 43 00;5; titrant en fils simples moins de 232,56 décitex mais pas moins de 192,31 décitex (excédant 43 numéros métriques mais n'excédant pas 52 numéros métriques en fils simples)
520644000080;5206 44 00;5; titrant en fils simples moins de 192,31 décitex mais pas moins de 125 décitex (excédant 52 numéros métriques mais n'excédant pas 80 numéros métriques en fils simples)
520645000080;5206 45 00;5; titrant en fils simples moins de 125 décitex (excédant 80 numéros métriques en fils simples)
520700000080;5207;3;Fils de coton (autres que les fils à coudre) conditionnés pour la vente au détail
520710000080;5207 10 00;4; contenant au moins 85 % en poids de coton
520790000080;5207 90 00;4; autres
520800000080;5208;3;Tissus de coton, contenant au moins 85 % en poids de coton, d'un poids n'excédant pas 200 g/m²
520811000010;;4; écrus
520811000080;5208 11;5; à armure toile, d'un poids n'excédant pas 100 g/m²
520811100080;5208 11 10;6; Tissus pour la fabrication de bandages, pansements et gazes à pansement
520811900080;5208 11 90;6; autres
520812000080;5208 12;5; à armure toile, d'un poids excédant 100 g/m²
520812160010;;6; à armure toile, d'un poids excédant 100 g/m² mais n'excédant pas 130 g/m², d'une largeur
520812160080;5208 12 16;7; n'excédant pas 165 cm
520812190080;5208 12 19;7; excédant 165 cm
520812960010;;6; à armure toile, d'un poids excédant 130 g/m², d'une largeur
520812960080;5208 12 96;7; n'excédant pas 165 cm
520812990080;5208 12 99;7; excédant 165 cm
520813000080;5208 13 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
520819000080;5208 19 00;5; autres tissus
520821000010;;4; blanchis
520821000080;5208 21;5; à armure toile, d'un poids n'excédant pas 100 g/m²
520821100080;5208 21 10;6; Tissus pour la fabrication de bandages, pansements et gazes à pansement
520821900080;5208 21 90;6; autres
520822000080;5208 22;5; à armure toile, d'un poids excédant 100 g/m²
520822160010;;6; à armure toile, d'un poids excédant 100 g/m² mais n'excédant pas 130 g/m², d'une largeur
520822160080;5208 22 16;7; n'excédant pas 165 cm
520822190080;5208 22 19;7; excédant 165 cm
520822960010;;6; à armure toile, d'un poids excédant 130 g/m², d'une largeur
520822960080;5208 22 96;7; n'excédant pas 165 cm
520822990080;5208 22 99;7; excédant 165 cm
520823000080;5208 23 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
520829000080;5208 29 00;5; autres tissus
520831000010;;4; teints
520831000080;5208 31 00;5; à armure toile, d'un poids n'excédant pas 100 g/m²
520832000080;5208 32;5; à armure toile, d'un poids excédant 100 g/m²
520832160010;;6; à armure toile, d'un poids excédant 100 g/m² mais n'excédant pas 130 g/m², d'une largeur
520832160080;5208 32 16;7; n'excédant pas 165 cm
520832190080;5208 32 19;7; excédant 165 cm
520832960010;;6; à armure toile, d'un poids excédant 130 g/m², d'une largeur
520832960080;5208 32 96;7; n'excédant pas 165 cm
520832990080;5208 32 99;7; excédant 165 cm
520833000080;5208 33 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
520839000080;5208 39 00;5; autres tissus
520841000010;;4; en fils de diverses couleurs
520841000080;5208 41 00;5; à armure toile, d'un poids n'excédant pas 100 g/m²
520842000080;5208 42 00;5; à armure toile, d'un poids excédant 100 g/m²
520843000080;5208 43 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
520849000080;5208 49 00;5; autres tissus
520851000010;;4; imprimés
520851000080;5208 51 00;5; à armure toile, d'un poids n'excédant pas 100 g/m²
520852000080;5208 52 00;5; à armure toile, d'un poids excédant 100 g/m²
520859000080;5208 59;5; autres tissus
520859100080;5208 59 10;6; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
520859900080;5208 59 90;6; autres
520900000080;5209;3;Tissus de coton, contenant au moins 85 % en poids de coton, d'un poids excédant 200 g/m²
520911000010;;4; écrus
520911000080;5209 11 00;5; à armure toile
520912000080;5209 12 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
520919000080;5209 19 00;5; autres tissus
520921000010;;4; blanchis
520921000080;5209 21 00;5; à armure toile
520922000080;5209 22 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
520929000080;5209 29 00;5; autres tissus
520931000010;;4; teints
520931000080;5209 31 00;5; à armure toile
520932000080;5209 32 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
520939000080;5209 39 00;5; autres tissus
520941000010;;4; en fils de diverses couleurs
520941000080;5209 41 00;5; à armure toile
520942000080;5209 42 00;5; Tissus dits « denim »
520943000080;5209 43 00;5; autres tissus à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
520949000080;5209 49 00;5; autres tissus
520951000010;;4; imprimés
520951000080;5209 51 00;5; à armure toile
520952000080;5209 52 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
520959000080;5209 59 00;5; autres tissus
521000000080;5210;3;Tissus de coton, contenant moins de 85 % en poids de coton, mélangés principalement ou uniquement avec des fibres synthétiques ou artificielles, d'un poids n'excédant pas 200 g/m²
521011000010;;4; écrus
521011000080;5210 11 00;5; à armure toile
521019000080;5210 19 00;5; autres tissus
521021000010;;4; blanchis
521021000080;5210 21 00;5; à armure toile
521029000080;5210 29 00;5; autres tissus
521031000010;;4; teints
521031000080;5210 31 00;5; à armure toile
521032000080;5210 32 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
521039000080;5210 39 00;5; autres tissus
521041000010;;4; en fils de diverses couleurs
521041000080;5210 41 00;5; à armure toile
521049000080;5210 49 00;5; autres tissus
521051000010;;4; imprimés
521051000080;5210 51 00;5; à armure toile
521059000080;5210 59 00;5; autres tissus
521100000080;5211;3;Tissus de coton, contenant moins de 85 % en poids de coton, mélangés principalement ou uniquement avec des fibres synthétiques ou artificielles, d'un poids excédant 200 g/m²
521111000010;;4; écrus
521111000080;5211 11 00;5; à armure toile
521112000080;5211 12 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
521119000080;5211 19 00;5; autres tissus
521120000080;5211 20 00;4; blanchis
521131000010;;4; teints
521131000080;5211 31 00;5; à armure toile
521132000080;5211 32 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
521139000080;5211 39 00;5; autres tissus
521141000010;;4; en fils de diverses couleurs
521141000080;5211 41 00;5; à armure toile
521142000080;5211 42 00;5; Tissus dits « denim »
521143000080;5211 43 00;5; autres tissus à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
521149000080;5211 49;5; autres tissus
521149100080;5211 49 10;6; Tissus Jacquard
521149900080;5211 49 90;6; autres
521151000010;;4; imprimés
521151000080;5211 51 00;5; à armure toile
521152000080;5211 52 00;5; à armure sergé, y compris le croisé, dont le rapport d'armure n'excède pas 4
521159000080;5211 59 00;5; autres tissus
521200000080;5212;3;Autres tissus de coton
521211000010;;4; d'un poids n'excédant pas 200 g/m²
521211000080;5212 11;5; écrus
521211100080;5212 11 10;6; mélangés principalement ou uniquement avec du lin
521211900080;5212 11 90;6; autrement mélangés
521212000080;5212 12;5; blanchis
521212100080;5212 12 10;6; mélangés principalement ou uniquement avec du lin
521212900080;5212 12 90;6; autrement mélangés
521213000080;5212 13;5; teints
521213100080;5212 13 10;6; mélangés principalement ou uniquement avec du lin
521213900080;5212 13 90;6; autrement mélangés
521214000080;5212 14;5; en fils de diverses couleurs
521214100080;5212 14 10;6; mélangés principalement ou uniquement avec du lin
521214900080;5212 14 90;6; autrement mélangés
521215000080;5212 15;5; imprimés
521215100080;5212 15 10;6; mélangés principalement ou uniquement avec du lin
521215900080;5212 15 90;6; autrement mélangés
521221000010;;4; d'un poids excédant 200 g/m²
521221000080;5212 21;5; écrus
521221100080;5212 21 10;6; mélangés principalement ou uniquement avec du lin
521221900080;5212 21 90;6; autrement mélangés
521222000080;5212 22;5; blanchis
521222100080;5212 22 10;6; mélangés principalement ou uniquement avec du lin
521222900080;5212 22 90;6; autrement mélangés
521223000080;5212 23;5; teints
521223100080;5212 23 10;6; mélangés principalement ou uniquement avec du lin
521223900080;5212 23 90;6; autrement mélangés
521224000080;5212 24;5; en fils de diverses couleurs
521224100080;5212 24 10;6; mélangés principalement ou uniquement avec du lin
521224900080;5212 24 90;6; autrement mélangés
521225000080;5212 25;5; imprimés
521225100080;5212 25 10;6; mélangés principalement ou uniquement avec du lin
521225900080;5212 25 90;6; autrement mélangés
530021000090;53;2;"CHAPITRE 53  AUTRES FIBRES TEXTILES VÉGÉTALES; FILS DE PAPIER ET TISSUS DE FILS DE PAPIER"
530100000080;5301;3;"Lin brut ou travaillé mais non filé; étoupes et déchets de lin (y compris les déchets de fils et les effilochés)"
530110000080;5301 10 00;4; Lin brut ou roui
530121000010;;4; Lin brisé, teillé, peigné ou autrement travaillé, mais non filé
530121000080;5301 21 00;5; brisé ou teillé
530129000080;5301 29 00;5; autre
530130000080;5301 30 00;4; Étoupes et déchets de lin
530200000080;5302;3;"Chanvre (Cannabis sativa L.) brut ou travaillé mais non filé; étoupes et déchets de chanvre (y compris les déchets de fils et les effilochés)"
530210000080;5302 10 00;4; Chanvre brut ou roui
530290000080;5302 90 00;4; autres
530300000080;5303;3;"Jute et autres fibres textiles libériennes (à l'exclusion du lin, du chanvre et de la ramie), bruts ou travaillés mais non filés; étoupes et déchets de ces fibres (y compris les déchets de fils et les effilochés)"
530310000080;5303 10 00;4; Jute et autres fibres textiles libériennes, bruts ou rouis
530390000080;5303 90 00;4; autres
530500000080;5305 00 00;3;"Coco, abaca (chanvre de Manille ou Musa textilis Nee), ramie et autres fibres textiles végétales non dénommées ni comprises ailleurs, bruts ou travaillés mais non filés; étoupes et déchets de ces fibres (y compris les déchets de fils et les effilochés)"
530600000080;5306;3;Fils de lin
530610000080;5306 10;4; simples
530610100010;;5; non conditionnés pour la vente au détail
530610100080;5306 10 10;6; titrant 833,3 décitex ou plus (n'excédant pas 12 numéros métriques)
530610300080;5306 10 30;6; titrant moins de 833,3 décitex mais pas moins de 277,8 décitex (excédant 12 numéros métriques mais n'excédant pas 36 numéros métriques)
530610500080;5306 10 50;6; titrant moins de 277,8 décitex (excédant 36 numéros métriques)
530610900080;5306 10 90;5; conditionnés pour la vente au détail
530620000080;5306 20;4; retors ou câblés
530620100080;5306 20 10;5; non conditionnés pour la vente au détail
530620900080;5306 20 90;5; conditionnés pour la vente au détail
530700000080;5307;3;Fils de jute ou d'autres fibres textiles libériennes du no 5303
530710000080;5307 10 00;4; simples
530720000080;5307 20 00;4; retors ou câblés
530800000080;5308;3;"Fils d'autres fibres textiles végétales; fils de papier"
530810000080;5308 10 00;4; Fils de coco
530820000080;5308 20;4; Fils de chanvre
530820100080;5308 20 10;5; non conditionnés pour la vente au détail
530820900080;5308 20 90;5; conditionnés pour la vente au détail
530890000080;5308 90;4; autres
530890120010;;5; Fils de ramie
530890120080;5308 90 12;6; titrant 277,8 décitex ou plus (n'excédant pas 36 numéros métriques)
530890190080;5308 90 19;6; titrant moins de 277,8 décitex (excédant 36 numéros métriques)
530890500080;5308 90 50;5; Fils de papier
530890900080;5308 90 90;5; autres
530900000080;5309;3;Tissus de lin
530911000010;;4; contenant au moins 85 % en poids de lin
530911000080;5309 11;5; écrus ou blanchis
530911100080;5309 11 10;6; écrus
530911900080;5309 11 90;6; blanchis
530919000080;5309 19 00;5; autres
530921000010;;4; contenant moins de 85 % en poids de lin
530921000080;5309 21 00;5; écrus ou blanchis
530929000080;5309 29 00;5; autres
531000000080;5310;3;Tissus de jute ou d'autres fibres textiles libériennes du no 5303
531010000080;5310 10;4; écrus
531010100080;5310 10 10;5; d'une largeur n'excédant pas 150 cm
531010900080;5310 10 90;5; d'une largeur excédant 150 cm
531090000080;5310 90 00;4; autres
531100000080;5311 00;3;"Tissus d'autres fibres textiles végétales; tissus de fils de papier"
531100100080;5311 00 10;4; Tissus de ramie
531100900080;5311 00 90;4; autres
540021000090;54;2;"CHAPITRE 54  FILAMENTS SYNTHÉTIQUES OU ARTIFICIELS; lames et formes similaires en matières textiles synthétiques ou artificielles"
540100000080;5401;3;Fils à coudre de filaments synthétiques ou artificiels, même conditionnés pour la vente au détail
540110000080;5401 10;4; de filaments synthétiques
540110120010;;5; non conditionnés pour la vente au détail
540110120020;;6; Fils à âme dits core yarn
540110120080;5401 10 12;7; Filaments de polyester enrobés de fibres de coton
540110140080;5401 10 14;7; autres
540110160010;;6; autres
540110160080;5401 10 16;7; Fils texturés
540110180080;5401 10 18;7; autres
540110900080;5401 10 90;5; conditionnés pour la vente au détail
540120000080;5401 20;4; de filaments artificiels
540120100080;5401 20 10;5; non conditionnés pour la vente au détail
540120900080;5401 20 90;5; conditionnés pour la vente au détail
540200000080;5402;3;Fils de filaments synthétiques (autres que les fils à coudre), non conditionnés pour la vente au détail, y compris les monofilaments synthétiques de moins de 67 décitex
540211000010;;4; Fils à haute ténacité de nylon ou d’autres polyamides, même texturés
540211000080;5402 11 00;5; d'aramides
540219000080;5402 19 00;5; autres
540220000080;5402 20 00;4; Fils à haute ténacité de polyesters, même texturés
540231000010;;4; Fils texturés
540231000080;5402 31 00;5; de nylon ou d'autres polyamides, titrant en fils simples 50 tex ou moins
540232000080;5402 32 00;5; de nylon ou d'autres polyamides, titrant en fils simples plus de 50 tex
540233000080;5402 33 00;5; de polyesters
540234000080;5402 34 00;5; de polypropylène
540239000080;5402 39 00;5; autres
540244000010;;4; autres fils, simples, sans torsion ou d'une torsion n'excédant pas 50 tours au mètre
540244000080;5402 44 00;5; d'élastomères
540245000080;5402 45 00;5; autres, de nylon ou d'autres polyamides
540246000080;5402 46 00;5; autres, de polyesters, partiellement orientés
540247000080;5402 47 00;5; autres, de polyesters
540248000080;5402 48 00;5; autres, de polypropylène
540249000080;5402 49 00;5; autres
540251000010;;4; autres fils, simples, d'une torsion excédant 50 tours au mètre
540251000080;5402 51 00;5; de nylon ou d'autres polyamides
540252000080;5402 52 00;5; de polyesters
540253000080;5402 53 00;5; de polypropylène
540259000080;5402 59 00;5; autres
540261000010;;4; autres fils, retors ou câblés
540261000080;5402 61 00;5; de nylon ou d'autres polyamides
540262000080;5402 62 00;5; de polyesters
540263000080;5402 63 00;5; de polypropylène
540269000080;5402 69 00;5; autres
540300000080;5403;3;Fils de filaments artificiels (autres que les fils à coudre), non conditionnés pour la vente au détail, y compris les monofilaments artificiels de moins de 67 décitex
540310000080;5403 10 00;4; Fils à haute ténacité en rayonne viscose
540331000010;;4; autres fils, simples
540331000080;5403 31 00;5; de rayonne viscose, sans torsion ou d'une torsion n'excédant pas 120 tours au mètre
540332000080;5403 32 00;5; de rayonne viscose, d'une torsion excédant 120 tours au mètre
540333000080;5403 33 00;5; d'acétate de cellulose
540339000080;5403 39 00;5; autres
540341000010;;4; autres fils, retors ou câblés
540341000080;5403 41 00;5; de rayonne viscose
540342000080;5403 42 00;5; d'acétate de cellulose
540349000080;5403 49 00;5; autres
540400000080;5404;3;"Monofilaments synthétiques de 67 décitex ou plus et dont la plus grande dimension de la coupe transversale n'excède pas 1 mm; lames et formes similaires (paille artificielle, par exemple) en matières textiles synthétiques, dont la largeur apparente n'excède pas 5 mm"
540411000010;;4; Monofilaments
540411000080;5404 11 00;5; d'élastomères
540412000080;5404 12 00;5; autres, de polypropylène
540419000080;5404 19 00;5; autres
540490000080;5404 90;4; autres
540490100080;5404 90 10;5; de polypropylène
540490900080;5404 90 90;5; autres
540500000080;5405 00 00;3;"Monofilaments artificiels de 67 décitex ou plus et dont la plus grande dimension de la coupe transversale n'excède pas 1 mm; lames et formes similaires (paille artificielle, par exemple) en matières textiles artificielles, dont la largeur apparente n'excède pas 5 mm"
540600000080;5406 00 00;3;Fils de filaments synthétiques ou artificiels (autres que les fils à coudre), conditionnés pour la vente au détail
540700000080;5407;3;Tissus de fils de filaments synthétiques, y compris les tissus obtenus à partir des produits du no 5404
540710000080;5407 10 00;4; Tissus obtenus à partir de fils à haute ténacité de nylon ou d'autres polyamides ou de polyesters
540720000080;5407 20;4; Tissus obtenus à partir de lames ou formes similaires
540720110010;;5; de polyéthylène ou de polypropylène, d'une largeur
540720110080;5407 20 11;6; de moins de 3 m
540720190080;5407 20 19;6; de 3 m ou plus
540720900080;5407 20 90;5; autres
540730000080;5407 30 00;4; « Tissus » visés à la note 9 de la section XI
540741000010;;4; autres tissus, contenant au moins 85 % en poids de filaments de nylon ou d'autres polyamides
540741000080;5407 41 00;5; écrus ou blanchis
540742000080;5407 42 00;5; teints
540743000080;5407 43 00;5; en fils de diverses couleurs
540744000080;5407 44 00;5; imprimés
540751000010;;4; autres tissus, contenant au moins 85 % en poids de filaments de polyester texturés
540751000080;5407 51 00;5; écrus ou blanchis
540752000080;5407 52 00;5; teints
540753000080;5407 53 00;5; en fils de diverses couleurs
540754000080;5407 54 00;5; imprimés
540761000010;;4; autres tissus, contenant au moins 85 % en poids de filaments de polyester
540761000080;5407 61;5; contenant au moins 85 % en poids de filaments de polyester non texturés
540761100080;5407 61 10;6; écrus ou blanchis
540761300080;5407 61 30;6; teints
540761500080;5407 61 50;6; en fils de diverses couleurs
540761900080;5407 61 90;6; imprimés
540769000080;5407 69;5; autres
540769100080;5407 69 10;6; écrus ou blanchis
540769900080;5407 69 90;6; autres
540771000010;;4; autres tissus, contenant au moins 85 % en poids de filaments synthétiques
540771000080;5407 71 00;5; écrus ou blanchis
540772000080;5407 72 00;5; teints
540773000080;5407 73 00;5; en fils de diverses couleurs
540774000080;5407 74 00;5; imprimés
540781000010;;4; autres tissus, contenant moins de 85 % en poids de filaments synthétiques et mélangés principalement ou uniquement avec du coton
540781000080;5407 81 00;5; écrus ou blanchis
540782000080;5407 82 00;5; teints
540783000080;5407 83 00;5; en fils de diverses couleurs
540784000080;5407 84 00;5; imprimés
540791000010;;4; autres tissus
540791000080;5407 91 00;5; écrus ou blanchis
540792000080;5407 92 00;5; teints
540793000080;5407 93 00;5; en fils de diverses couleurs
540794000080;5407 94 00;5; imprimés
540800000080;5408;3;Tissus de fils de filaments artificiels, y compris les tissus obtenus à partir des produits du no 5405
540810000080;5408 10 00;4; Tissus obtenus à partir de fils à haute ténacité de rayonne viscose
540821000010;;4; autres tissus, contenant au moins 85 % en poids de filaments ou de lames ou formes similaires, artificiels
540821000080;5408 21 00;5; écrus ou blanchis
540822000080;5408 22;5; teints
540822100080;5408 22 10;6; d'une largeur excédant 135 cm mais n'excédant pas 155 cm, à armure toile, sergé, croisé ou satin
540822900080;5408 22 90;6; autres
540823000080;5408 23 00;5; en fils de diverses couleurs
540824000080;5408 24 00;5; imprimés
540831000010;;4; autres tissus
540831000080;5408 31 00;5; écrus ou blanchis
540832000080;5408 32 00;5; teints
540833000080;5408 33 00;5; en fils de diverses couleurs
540834000080;5408 34 00;5; imprimés
550021000090;55;2;CHAPITRE 55  FIBRES SYNTHÉTIQUES OU ARTIFICIELLES DISCONTINUES
550100000080;5501;3;Câbles de filaments synthétiques
550111000010;;4; de nylon ou d'autres polyamides
550111000080;5501 11 00;5; d’aramides
550119000080;5501 19 00;5; autres
550120000080;5501 20 00;4; de polyesters
550130000080;5501 30 00;4; acryliques ou modacryliques
550140000080;5501 40 00;4; de polypropylène
550190000080;5501 90 00;4; autres
550200000080;5502;3;Câbles de filaments artificiels
550210000080;5502 10 00;4; d’acétate de cellulose
550290000080;5502 90 00;4; autres
550300000080;5503;3;Fibres synthétiques discontinues, non cardées ni peignées ni autrement transformées pour la filature
550311000010;;4; de nylon ou d'autres polyamides
550311000080;5503 11 00;5; d'aramides
550319000080;5503 19 00;5; autres
550320000080;5503 20 00;4; de polyesters
550330000080;5503 30 00;4; acryliques ou modacryliques
550340000080;5503 40 00;4; de polypropylène
550390000080;5503 90 00;4; autres
550400000080;5504;3;Fibres artificielles discontinues, non cardées ni peignées ni autrement transformées pour la filature
550410000080;5504 10 00;4; de rayonne viscose
550490000080;5504 90 00;4; autres
550500000080;5505;3;Déchets de fibres synthétiques ou artificielles (y compris les blousses, les déchets de fils et les effilochés)
550510000080;5505 10;4; de fibres synthétiques
550510100080;5505 10 10;5; de nylon ou d'autres polyamides
550510300080;5505 10 30;5; de polyesters
550510500080;5505 10 50;5; acryliques ou modacryliques
550510700080;5505 10 70;5; de polypropylène
550510900080;5505 10 90;5; autres
550520000080;5505 20 00;4; de fibres artificielles
550600000080;5506;3;Fibres synthétiques discontinues, cardées, peignées ou autrement transformées pour la filature
550610000080;5506 10 00;4; de nylon ou d'autres polyamides
550620000080;5506 20 00;4; de polyesters
550630000080;5506 30 00;4; acryliques ou modacryliques
550640000080;5506 40 00;4; de polypropylène
550690000080;5506 90 00;4; autres
550700000080;5507 00 00;3;Fibres artificielles discontinues, cardées, peignées ou autrement transformées pour la filature
550800000080;5508;3;Fils à coudre de fibres synthétiques ou artificielles discontinues, même conditionnés pour la vente au détail
550810000080;5508 10;4; de fibres synthétiques discontinues
550810100080;5508 10 10;5; non conditionnés pour la vente au détail
550810900080;5508 10 90;5; conditionnés pour la vente au détail
550820000080;5508 20;4; de fibres artificielles discontinues
550820100080;5508 20 10;5; non conditionnés pour la vente au détail
550820900080;5508 20 90;5; conditionnés pour la vente au détail
550900000080;5509;3;Fils de fibres synthétiques discontinues (autres que les fils à coudre), non conditionnés pour la vente au détail
550911000010;;4; contenant au moins 85 % en poids de fibres discontinues de nylon ou d'autres polyamides
550911000080;5509 11 00;5; simples
550912000080;5509 12 00;5; retors ou câblés
550921000010;;4; contenant au moins 85 % en poids de fibres discontinues de polyester
550921000080;5509 21 00;5; simples
550922000080;5509 22 00;5; retors ou câblés
550931000010;;4; contenant au moins 85 % en poids de fibres discontinues acryliques ou modacryliques
550931000080;5509 31 00;5; simples
550932000080;5509 32 00;5; retors ou câblés
550941000010;;4; autres fils, contenant au moins 85 % en poids de fibres synthétiques discontinues
550941000080;5509 41 00;5; simples
550942000080;5509 42 00;5; retors ou câblés
550951000010;;4; autres fils, de fibres discontinues de polyester
550951000080;5509 51 00;5; mélangées principalement ou uniquement avec des fibres artificielles discontinues
550952000080;5509 52 00;5; mélangées principalement ou uniquement avec de la laine ou des poils fins
550953000080;5509 53 00;5; mélangées principalement ou uniquement avec du coton
550959000080;5509 59 00;5; autres
550961000010;;4; autres fils, de fibres discontinues acryliques ou modacryliques
550961000080;5509 61 00;5; mélangées principalement ou uniquement avec de la laine ou des poils fins
550962000080;5509 62 00;5; mélangées principalement ou uniquement avec du coton
550969000080;5509 69 00;5; autres
550991000010;;4; autres fils
550991000080;5509 91 00;5; mélangés principalement ou uniquement avec de la laine ou des poils fins
550992000080;5509 92 00;5; mélangés principalement ou uniquement avec du coton
550999000080;5509 99 00;5; autres
551000000080;5510;3;Fils de fibres artificielles discontinues (autres que les fils à coudre), non conditionnés pour la vente au détail
551011000010;;4; contenant au moins 85 % en poids de fibres artificielles discontinues
551011000080;5510 11 00;5; simples
551012000080;5510 12 00;5; retors ou câblés
551020000080;5510 20 00;4; autres fils, mélangés principalement ou uniquement avec de la laine ou des poils fins
551030000080;5510 30 00;4; autres fils, mélangés principalement ou uniquement avec du coton
551090000080;5510 90 00;4; autres fils
551100000080;5511;3;Fils de fibres synthétiques ou artificielles discontinues (autres que les fils à coudre), conditionnés pour la vente au détail
551110000080;5511 10 00;4; de fibres synthétiques discontinues, contenant au moins 85 % en poids de ces fibres
551120000080;5511 20 00;4; de fibres synthétiques discontinues, contenant moins de 85 % en poids de ces fibres
551130000080;5511 30 00;4; de fibres artificielles discontinues
